name,address,cost_per_two,timings,category,cusine,detailed_address,featured_in,discount
Balle Balle,Airport Gandhinagar Highway,₹600,6am – 11pm (Mon-Sun),NULL,"North Indian,Chinese,Fast Food"," C/06, Business Park, PDPU Road, Raiysan, Airport Gandhinagar Highway, Gandhinagar",,20% off on all orders above ₹99
Southern Bite,Infocity,₹300,11am – 11pm (Mon-Sun),Quick Bites,"North Indian,South Indian,Chinese,Street Food"," Shop 17, Infocity Super Mall, Near GH 0 Circle, Infocity, Gandhinagar",,20% off on all orders
Feel Street,Airport Gandhinagar Highway,₹300,6pm – 11pm (Mon-Sun),Quick Bites,"Fast Food,Mexican,Chinese,Street Food"," Kudasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
Divya Laxmi,"Sector 21, Gandhinagar",₹250,8:30am – 9:30pm (Mon-Sun),Bakery,Bakery," 680, Main Shopping Centre, Sector 22, Near Sector 21, Gandhinagar",,NULL
Jai Ambe Nasta House,"Sector 16, Gandhinagar",₹100,7am – 6pm (Mon-Sun),Quick Bites,Fast Food," Pathnagar Yojna Bhavan, Sector 16, Gandhinagar",,NULL
Khichdi & More,Infocity,₹300,11am – 11pm (Mon-Sun),Quick Bites,North Indian," Nabhoi, Infocity, Gandhinagar",,NULL
Vibrant FastFood,"Sector 21, Gandhinagar",₹400,7am – 11pm (Mon-Sun),Quick Bites,"Sandwich,Desserts,Beverages"," Shop 25, Sutariya Chirag Vinodray, Micro Shopping Center, Sector 22, Near Sector 21, Gandhinagar",,NULL
Prince,Infocity,₹200,"11am – 3pm, 7pm – 11pm (Mon-Sun)",Quick Bites,"Gujarati,Chinese"," Shop 1-2, Santoor Grace, Pramukhnagar Road, Sargasan, Infocity, Gandhinagar",,NULL
Hotel Any Time,Infocity,₹500,"11am – 3pm, 6pm – 4am (Mon-Sun)",Quick Bites,"North Indian,Chinese,Gujarati,Biryani"," Shop 112, Supermall 2, Infocity, Gandhinagar",,NULL
Dal Roti,Airport Gandhinagar Highway,₹450,"11am – 3pm, 7pm – 11pm (Mon-Sun)",NULL,North Indian," B 102, Pramukh Arcade 2, Near Reliance Cross Road, Kudasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
Vraj Gopal Dairy,"Sector 21, Gandhinagar",₹100,8am – 11pm (Mon-Sun),Beverage Shop,Beverages," B-1/A, District Shopping Center, Sector 21, Gandhinagar",,NULL
Chatpata Corner,Airport Gandhinagar Highway,₹150,7am – 12midnight (Mon-Sun),NULL,Street Food," 110, 1st Floor, Swagat Rainforest 2, Near KTM Showroom, Kudasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
Raj Pramukh,"Chopati, Sector 16",₹350,11am – 11pm (Mon-Sun),Food Court,"Fast Food,Chinese,South Indian,North Indian"," Chopati, GH -5, Sector 16, Gandhinagar",,NULL
Tahuko Chehar,"Sector 16, Gandhinagar",₹350,6pm – 11pm (Mon-Sun),Food Court,"Chinese,North Indian"," 67, Chopati, GH -5, Sector 16, Gandhinagar",,NULL
Iceaac - The Natural Ice Cream Genius,Airport Gandhinagar Highway,₹300,11am – 11pm (Mon-Sun),Dessert Parlor,"Ice Cream,Beverages"," B-74, Pramukh Arcade, Kudasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
Monginis,Airport Gandhinagar Highway,₹150,9am – 10:30pm (Mon-Sun),Bakery,Bakery," B 13,Pramukh Arcade, Near Infocity Reliance Cross Road, Kudasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
Murli Restaurant,Infocity,₹250,"11am – 2pm, 7pm – 11pm (Mon-Sun)",Quick Bites,Gujarati," 104-105, Pramukh Tangent, Sargasan, Infocity, Gandhinagar",,NULL
The Penny Pancakes,"Sector 21, Gandhinagar",₹300,11am – 11pm (Mon-Sun),NULL,"Bakery,Desserts"," Quarter 62/2, Near Ayurveda Dawakhana, Sector 21, Gandhinagar",,NULL
Weekend Biryani,Airport Gandhinagar Highway,₹400,"12midnight – 3am (Mon),Closed (Tue-Fri),11am –...",NULL,Biryani," Vedika Happy Valley, Randesan, Airport Gandhinagar Highway, Gandhinagar",,NULL
Hot Spot,"The Spicy Street Road, Airport Gandhinagar Highway",₹350,11am – 12midnight (Mon-Sun),Food Court,Chinese," 10/11, The Spicy Street Road, Kudasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
Bistro,Airport Gandhinagar Highway,₹400,11am – 11pm (Mon-Sun),NULL,"Fast Food,North Indian,Chinese"," City Pulse Cinema, Airport Gandhinagar Highway, Gandhinagar",,NULL
Helly & Chilly - The Premium Cafe,Airport Gandhinagar Highway,₹600,"10:30am – 10pm (Mon-Thu),12noon – 12midnight...",Café,"Cafe,Italian,Continental,Fast Food,Beverages"," Shop 63, Pramukh Mastana, Near Reliance Cross Road, Airport Gandhinagar Highway, Gandhinagar",,20% off on all orders above ₹200
Navrang Fast Food,"Chopati, Sector 16",₹300,11am – 10:30pm (Mon-Sun),Food Court,"Fast Food,Chinese,North Indian"," 45, Chopati, GH -5, Sector 16, Gandhinagar",,NULL
Pramukh Dining Hall,Infocity,₹300,"11am – 2:30pm, 6:45pm – 10pm (Mon-Sun)",Quick Bites,North Indian," Shop A-7, Super Mall 1, NRGH, Infocity, Gandhinagar, Ahmedabad",,NULL
Milan,"Chopati, Sector 16",₹350,11am – 11pm (Mon-Sun),Food Court,"North Indian,Chinese"," 10, GH -5, Chopati, Sector 16, Gandhinagar",,NULL
Vadilal Ice Cream Parlour,"Sector 25, Gandhinagar",₹100,6am – 11pm (Mon-Sun),Dessert Parlor,Ice Cream," 446/1, Sector 26, Kishannagar, Near Sector 25, Gandhinagar",,NULL
Tarun Dhaba,"Sector 21, Gandhinagar",₹200,"10:30am – 3pm, 6pm – 11pm (Mon-Sun)",Dhaba,"Rajasthani,Gujarati,North Indian"," GJ SH 141, Lekawada Patia, Near CRPF Camp, Chiloda Road, Sector 21, Gandhinagar",,NULL
The W Baker,Airport Gandhinagar Highway,₹400,9am – 11pm (Mon-Sun),Bakery,"Bakery,Desserts"," Shree Vinus Siddhi Resort, Nabhoi, Airport Gandhinagar Highway, Gandhinagar",,NULL
Urban Kitli,Airport Gandhinagar Highway,₹300,7am – 12midnight (Mon-Sun),Quick Bites,"Fast Food,Beverages"," 110, 1st Floor, Swagat Rainforest 2, Near KTM Showroom, Kudasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
Honey Cafe & Restaurant,Airport Gandhinagar Highway,₹300,11am – 11pm (Mon-Sun),Quick Bites,"North Indian,Fast Food"," Shop A- 11, Swagat Rainforest 2, Airport Gandhinagar Highway, Gandhinagar",,NULL
Flavorets,Airport Gandhinagar Highway,₹450,11am – 11pm (Mon-Sun),Quick Bites,"South Indian,North Indian,Fast Food"," City Pulse Campus, Near Koba Circle, Kudasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
Masala Republik,"Sector 16, Gandhinagar",₹300,11am – 11pm (Mon-Sun),NULL,"North Indian,Street Food"," Swagat Party Plot, Near Raisan Petrol Pump, Koba Gandhinagar Road, Kudasan, Sector 16, Gandhinagar",,NULL
Shiv Chinese And Punjabi Food,Infocity,₹300,5pm – 11pm (Mon-Sun),NULL,"Chinese,North Indian"," 2/7 Chokdi, Near GH 2 Circle, Sector 2, Infocity, Gandhinagar",,NULL
Tom Uncle Maggie Point,Airport Gandhinagar Highway,₹300,7am – 12midnight (Mon-Sun),NULL,"Fast Food,Beverages"," 012, 1st Floor, Swagat Rainforest 2, Near KTM Showroom, Kudasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
Maha Shiv Shakti Bhaji Pav & Pulav,"Sector 16, Gandhinagar",₹200,11am – 11pm (Mon-Sun),Quick Bites,"Street Food,Chinese"," Shop 78, GH -5, Chopati, Sector 16, Gandhinagar",,NULL
Dosaji,Infocity,₹200,7pm – 11pm (Mon-Sun),Quick Bites,South Indian," Shop 4, Urban Otlo, Infocity Club And Resort, Infocity, Gandhinagar",,NULL
Maha Shiv Shakti,"Chopati, Sector 16",₹200,3pm – 11pm (Mon-Sun),Food Court,"Fast Food,Chinese"," 78, GH-5, Chopati, Sector 16, Gandhinagar",,NULL
Shree Behrunath Dal Bati,"Chopati, Sector 16",₹350,11am – 11pm (Mon-Sun),Food Court,"Fast Food,North Indian,Gujarati"," 81, GH 5, Chopati, Sector 16, Gandhinagar",,NULL
Bhavani Fast Food,Airport Gandhinagar Highway,₹250,"12noon – 2:30pm, 7pm – 11:30pm (Mon-Sun)",Quick Bites,Street Food," Kudasan Road, Opposite Nagraj Party Plot, Airport Gandhinagar Highway, Gandhinagar",,NULL
Mahi Sagar,"Chopati, Sector 16",₹300,11am – 11pm (Mon-Sun),Food Court,"Fast Food,North Indian"," 37, Chopati, GH -5, Sector 16, Gandhinagar",,NULL
Shree  Bholenath,"Chopati, Sector 16",₹450,6pm – 11pm (Mon-Sun),Food Court,"North Indian,South Indian,Street Food,Gujarati,Chinese"," 76, Chopati, GH -5, Sector 16, Gandhinagar",,NULL
Kahawa-The Shake Factory,Airport Gandhinagar Highway,₹300,7am – 12midnight (Mon-Sun),Beverage Shop,Beverages," 12, 1st Floor, Swagat Rainforest 2, Near KTM Showroom, Kudasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
A1 Food Point,Airport Gandhinagar Highway,₹300,"11am – 3pm, 5:30pm – 11pm (Mon-Sun)",Quick Bites,"Chinese,North Indian,Street Food"," B 14, Krishna Kunj Complex, Near Vrindavan Bungalows, Kudasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
Karnavati Food Point,"Chopati, Sector 16",₹400,11am – 11:30pm (Mon-Sun),Food Court,"Fast Food,North Indian"," 90, Chopati, GH -5, Sector 16, Gandhinagar",,NULL
EAT 365,Infocity,₹250,4pm – 3am (Mon-Sun),Quick Bites,"Sandwich,Pizza,Fast Food,Beverages"," 21, Shree Rang Plaza, Near Dholeshwar Temple, Village Randesan, Infocity, Gandhinagar",,NULL
Cream and Fudge,"Sector 21, Gandhinagar",₹300,11am – 11pm (Mon-Sun),Dessert Parlor,"Ice Cream,Desserts"," Ground Floor, Shop A/10, Vrundavan Trade Center, Kudasan, Sector 21, Gandhinagar",,NULL
Jay Ambe Fast Food,"Sector 21, Gandhinagar",₹150,11am – 11pm (Mon-Sun),Quick Bites,"Fast Food,North Indian"," Near GH 6 Corner, Sector 22, Near Sector 21, Gandhinagar",,NULL
Arabian Fry,Infocity,₹200,11am – 11pm (Mon-Sun),NULL,"Arabian,North Indian"," Shop 115, Shrirang Plaza, Gift City Road, Raysan, Infocity, Gandhinagar",,NULL
Chaat Masti,"The Spicy Street Road, Airport Gandhinagar Highway",₹250,"11am – 3pm, 6pm – 12midnight (Mon-Sun)",Food Court,Street Food," 10 & 11, The Spicy Street Road, Kudasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
Samiyosa,Infocity,₹200,9am – 11pm (Mon-Sun),NULL,"Street Food,Fast Food", Delivery Only,,NULL
Chay With Hum Tum,Airport Gandhinagar Highway,₹150,7:30am – 3am (Mon-Sun),Beverage Shop,"Tea,Beverages,Fast Food"," Shyam Sukan Complex, Near PDPU, Airport Gandhinagar Highway, Gandhinagar",,NULL
Mombrodadies Cafe,Infocity,₹350,10am – 2am (Mon-Sun),Café,Cafe," Shop 67, Pramukh Mastana, Dholakuva Circle, Infocity, Gandhinagar",,NULL
Shree Savariya Hotel,"Chopati, Sector 16",₹400,"11am – 3pm, 6:30pm – 11pm (Mon-Sun)",Food Court,"North Indian,Gujarati"," 27, Chopati, GH -5, Sector 16, Gandhinagar",,NULL
Cake Valley,"Sector 25, Gandhinagar",₹300,9am – 12midnight (Mon-Sun),Bakery,Bakery, Delivery Only,,NULL
Arabin Fry,Infocity,₹150,7am – 3am (Mon-Sun),Quick Bites,Fast Food," 95, Shreerung Plaza, Raysan, Infocity, Gandhinagar",,NULL
Kaka Ni Chaa - Gathiya,Airport Gandhinagar Highway,₹100,24 Hours (Mon-Sun),Food Court,"Fast Food,Gujarati"," Manekchok, Near Jogni Mata Mandir, Kudasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
Shivansh Food Truck,"Sector 16, Gandhinagar",₹150,8:30am – 10pm (Mon-Sun),Food Truck,"Street Food,Beverages"," Opposite LDRP Institute, Sector 15, Near Sector 16, Gandhinagar",,NULL
Desi Adda,Airport Gandhinagar Highway,₹300,11am – 11pm (Mon-Sun),NULL,"North Indian,Chinese,Biryani", Delivery Only,,NULL
Shahi Mother''s Restaurant,Airport Gandhinagar Highway,₹500,11am – 11pm (Mon-Sun),NULL,"Mughlai,Biryani,North Indian"," A-12, Pramukh Arcade 2, Near Reliance Cross Road, Kudasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
Gujju Chinese,Infocity,₹150,5pm – 12midnight (Mon-Sun),Quick Bites,"Street Food,Fast Food"," A5- Sampat Prime, Sargaasan, Opposite Swagat Blossom, Infocity, Gandhinagar",,NULL
Kwality Wall's,"Sector 25, Gandhinagar",₹200,9am – 10pm (Mon-Sun),NULL,"Ice Cream,Desserts", Delivery Only,,NULL
Punjab Grill,Airport Gandhinagar Highway,₹350,11am – 11pm (Mon-Sun),Quick Bites,North Indian," Shop 9, Foodies Lane, Opposite Nagraj Party Plot, Kudasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
Jay Ambe Bhojanalaya,Airport Gandhinagar Highway,₹100,11:30am – 10pm (Mon-Sun),Quick Bites,Gujarati," D-4, Swagat, Rein Forest 1, Opposite Pratik Mall, Kudasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
Mr. Ganna Wala,Airport Gandhinagar Highway,₹100,6pm – 12midnight (Mon-Sun),Beverage Shop,"Beverages,Desserts"," Stall 30, The Spicy Street Road, Plot Kudasan, Opposite Naagraj Party, Airport Gandhinagar Highway, Gandhinagar",,NULL
Hunger 's Den Dosa,"The Spicy Street, Airport Gandhinagar Highway",₹300,11am – 11:30pm (Mon-Sun),Food Court,"South Indian,Street Food"," Stall 23, The Spicy Street Food, Opposite Nagraj Party Plot, Kudasan Road, Urjanagar, Airport Gandhinagar Highway, Gandhinagar",,NULL
Amigos,Airport Gandhinagar Highway,₹200,7am – 12midnight (Mon-Sun),NULL,Beverages," D-107, Vedika E-Series, Bhaijipura Patia, Pdpu Road, Airport Gandhinagar Highway, Gandhinagar",,NULL
Cake Crown,"Sector 6, Gandhinagar",₹400,8am – 11:30pm (Mon-Sun),Bakery,Bakery, Delivery Only,,50% off on all orders above ₹199
Amar Shakti,"Chopati, Sector 16",₹450,11am – 11pm (Mon-Sun),Food Court,"Fast Food,Chinese,North Indian"," 2, Chopaty, GH -5, Sector 16, Gandhinagar",,NULL
Shots & Juice,Infocity,₹300,7pm – 11pm (Mon-Sun),Beverage Shop,"Juices,Beverages"," Shop 5, Urban Otlo Infocity Club And Resort, Infocity, Gandhinagar",,NULL
Kitchen 24,"Sector 6, Gandhinagar",₹350,"10am – 3pm, 6pm – 11pm (Mon-Sun)",Quick Bites,"Gujarati,North Indian,Chinese"," Near Vaishnodevi Temple, SG Highway, Vaishnodevi Circle, Sector 6, Gandhinagar",,NULL
Santosh,"Chopati, Sector 16",₹250,6pm – 11pm (Mon-Sun),Food Court,"Fast Food,Chinese,Street Food"," Chopati, GH -5, Sector 16, Gandhinagar",,NULL
South Indian Food,"Sector 6, Gandhinagar",₹100,6pm – 10pm (Mon-Sun),Kiosk,South Indian," 12/13, Chaukdi Hanuman Mandir, Sector 6, Gandhinagar",,NULL
Sandy Palm Resort and Hotels,"Sector 21, Gandhinagar",₹550,"7am – 3pm, 7pm – 10:30pm (Mon-Sun)",Casual Dining,"North Indian,Gujarati,Chinese"," Near Sarojba Petroleum, Chiloda, Sector 21, Gandhinagar, Ahemdabad",,NULL
Kathiyawad Restaurant,"Sector 25, Gandhinagar",₹350,"7am – 9am, 11am – 2pm, 7pm – 9pm (Mon-Sun)",Quick Bites,"North Indian,Gujarati"," KH 5, Sector 25, Gandhinagar",,NULL
Gift Kitchen,Infocity,₹200,11am – 11pm (Mon-Sun),Quick Bites,"North Indian,Chinese"," Shop 36, 1st Floor, Janaadar Mangla, Infocity, Gandhinagar",,NULL
Jai Bholenath Bhojnalaya,"Sector 21, Gandhinagar",₹150,8am – 1pm (Mon-Sun),Bhojanalya,Gujarati," Shop 3, APMC Market, Alampur Cross Road, Opposite BSF Camp, Sector 21, Gandhinagar",,NULL
KK Santosh,"Sector 16, Gandhinagar",₹400,6pm – 11pm (Mon-Sun),Food Court,"Fast Food,South Indian,North Indian"," 66, Chopati, GH -5, Sector 16, Gandhinagar",,NULL
Tulsi Bakers,Airport Gandhinagar Highway,₹300,11am – 11pm (Mon-Sun),Bakery,"Bakery,Fast Food"," Shop 103, IIT Gandhinagar Campus, Village Palaj, Airport Gandhinagar Highway, Gandhinagar",,NULL
RK Ice Cream,"Sector 16, Gandhinagar",₹150,5pm – 11pm (Mon-Sun),Dessert Parlor,Ice Cream," 86, GH 5, Sector 16, Gandhinagar",,NULL
Varity Fast Food,"Chopati, Sector 16",₹300,11am – 11pm (Mon-Sun),Food Court,"North Indian,Chinese,South Indian"," 35, Chopati, GH -5, Sector 16, Gandhinagar",,NULL
Shree Ram Cafe,Airport Gandhinagar Highway,₹150,9am – 10:30pm (Mon-Sun),Quick Bites,"Fast Food,Street Food"," Shop 2, Vrundavan Residency 2, Sargasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
Maharajeshree Food Point,"Chopati, Sector 16",₹300,5pm – 11pm (Mon-Sun),Food Court,"Chinese,North Indian,Gujarati,Fast Food"," 73, GH -5, Chopati, Sector 16, Gandhinagar",,NULL
Tulsi Dinning Hall,"Sector 25, Gandhinagar",₹400,7am – 11pm (Mon-Sun),Quick Bites,"North Indian,Gujarati,Chinese"," Gaziya Building, GIDC, Sector 25, Gandhinagar",,NULL
Balaji & Bangalore Fast Food,"Chopati, Sector 16",₹400,11am – 11pm (Mon-Sun),Food Court,"Chinese,South Indian,Gujarati"," 82, GH -5, Chopati, Sector 16, Gandhinagar",,NULL
Ramdev Fast Food,"Chopati, Sector 16",₹300,11am – 11:30pm (Mon-Sun),Food Court,North Indian," Chopati, GH -5, Sector 16, Gandhinagar",,NULL
Shree Food Point,Airport Gandhinagar Highway,₹250,9am – 8pm (Mon-Sun),Quick Bites,"North Indian,Sandwich"," B 13, Ground Floor, Swagat Rainforest 2, Opposite Swami Narayan Dham, Kudasan, Near Airport Gandhinagar Highway, Gandhinagar",,NULL
Shreeji Dining Hall,"Sector 7, Gandhinagar",₹300,"11:30am – 2:30pm, 7pm – 10pm (Mon-Sun)",Quick Bites,Gujarati," Shop 15, Super Mall 1, Sector 7, Gandhinagar",,NULL
Biryani Kitchen,Infocity,₹500,11am – 11pm (Mon-Sun),NULL,"Biryani,Chinese", Delivery Only,,NULL
Paapi Pet,Airport Gandhinagar Highway,₹350,11am – 11pm (Mon-Sun),NULL,"North Indian,Biryani,Chinese", Delivery Only,,NULL
Khana Khajana Restaurant,Airport Gandhinagar Highway,₹500,11am – 11pm (Mon-Sun),Quick Bites,"North Indian,Chinese"," Shop A/3, Ugti Hights, POR Road, Kudasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
Top 10 Snacks,Infocity,₹200,10am – 10:30pm (Mon-Sun),Quick Bites,Fast Food," 84, Pramukh Mastana Building, Near Reliance Circle, Kudasan, Gandhinagar, Ahmedabad",,NULL
I Shri Khodiyar Food Corner,"Sector 25, Gandhinagar",₹200,8am – 8pm (Mon-Sun),Quick Bites,"North Indian,South Indian"," 12, Ground Floor, Randheja Road, Pethapur, Sector 25, Gandhinagar",,NULL
Om Pet Pooja Parlour,Infocity,₹250,11am – 11pm (Mon-Sun),Kiosk,Street Food," Shop 13, Virandawan Resident-2, Ashka Hospital, Near Sarghasan, Infocity, Gandhinagar",,NULL
Woodland,Airport Gandhinagar Highway,₹450,"11am – 3pm, 6pm – 11pm (Mon-Sun)",Quick Bites,"Fast Food,South Indian,North Indian,Italian,Chinese"," City Pulse Campus, Near Koba Circle, Kudasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
King Town Cafe,Airport Gandhinagar Highway,₹450,11am – 11pm (Mon-Sun),Café,"Cafe,Fast Food,North Indian"," Block L6/103, Pushpak Apartment, Sector 13/B, Airport Gandhinagar Highway, Gandhinagar",,NULL
Kutchi Dabeli,"Sector 21, Gandhinagar",₹100,11am – 11pm (Mon-Sun),Kiosk,Street Food," District Shopping Centre, Sector 21, Gandhinagar",,NULL
Jiyaan Ice Cream Zone,Airport Gandhinagar Highway,₹200,6:30pm – 12midnight (Mon-Sun),Dessert Parlor,"Ice Cream,Desserts"," Stall 03, The Spicy Street Road, Opposite Naagraj Party Plot, Kudasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
Top 10,Infocity,₹250,11am – 11pm (Mon-Sun),NULL,"Fast Food,Beverages", Delivery Only,,NULL
Neelkanth Parlour,Infocity,₹150,8am – 10pm (Mon-Sun),Dessert Parlor,"Ice Cream,Desserts"," Shop 13, Divya Sanskar City, Behind Pramukh Nagar, Near Surya Circle, Sargasan, Infocity, Gandhinagar",,NULL
Chez Moi,Infocity,₹450,7pm – 12midnight (Mon-Sun),Quick Bites,"North Indian,South Indian"," Stall 4 & 5, Urban Otlo, Near Ch-O Circle, Infocity, Gandhinagar",,NULL
Shatvika Thal,Airport Gandhinagar Highway,₹250,6pm – 12midnight (Mon-Sun),Quick Bites,"Gujarati,Street Food"," Stall 2, The Spicy Street Road, Plot Kudasan, Opposite Nagraj Party, Airport Gandhinagar Highway, Gandhinagar",,NULL
Zumpadi,Airport Gandhinagar Highway,₹150,6pm – 12midnight (Mon-Sun),Quick Bites,Gujarati," Stall 1 & 2, The Spicy Street Road, Plot Kudasan, Opposite Naagraj Party, Airport Gandhinagar Highway, Gandhinagar",,NULL
Yubbys Coffee Bar,Airport Gandhinagar Highway,₹300,11am – 11pm (Mon-Sun),Quick Bites,"Fast Food,Beverages"," A-007, Ground Floor, Block-A, Near Rayasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
PVR Cinemas,"Sector 11, Gandhinagar",₹500,11am – 11pm (Mon-Sun),NULL,"Fast Food,Burger", Delivery Only,,NULL
Indian Dhaba,Infocity,₹350,10am – 11pm (Mon-Sun),NULL,"North Indian,Chinese,Fast Food"," Shop 10, Permukh Corporate, PDPU Road, Raysan, Infocity, Gandhinagar",,NULL
Silver Stove,Infocity,₹400,7am – 3am (Mon-Sun),NULL,"North Indian,Biryani"," 402, Urjanagar, Kudasan, Infocity, Gandhinagar",,NULL
Subway,Infocity,₹500,11am – 12midnight (Mon-Sun),Quick Bites,"Healthy Food,Sandwich,Salad,Wraps,Fast Food"," Shop 1, Super Mall 1, Infocity, Gandhinagar",,NULL
Spices & Herbs,Infocity,₹700,"12noon – 3pm, 7pm – 11pm (Mon-Sun)",Casual Dining,"North Indian,Mexican,Chinese"," Swagat Rainforest 2, Opposite Swaminarayan Dham, Infocity, Gandhinagar","Outdoor Seating,Unique Dining",NULL
Terracotta,Airport Gandhinagar Highway,"₹1,000","12noon – 3pm, 7pm – 11pm (Mon-Sun)",Casual Dining,"North Indian,Italian,Chinese"," A-101, Pramukh Arcade 2, Near Reliance Cross Road, Kudasan, Airport Gandhinagar Highway, Gandhinagar",Best of Ahmedabad,NULL
Creamoholic Cafe & Restaurant,Airport Gandhinagar Highway,₹700,12noon – 6am (Mon-Sun),Café,"Cafe,North Indian,Continental"," G Block, 59/60, Krishna Kunj Complex, Kudasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
Domino's Pizza,"Sector 11, Gandhinagar",₹600,10:57am – 3am (Mon-Sun),Quick Bites,"Pizza,Fast Food"," 231, Haveli Arcade, Sector 11, Gandhinagar",,NULL
Trupti Ice Cream Parlour,"Sector 16, Gandhinagar",₹250,"10:30am – 10pm (Mon, Tue, Wed, Fri, Sat, Sun)...",Dessert Parlor,"Desserts,Ice Cream"," 382 & 383, Near DCB Bank, Sector 16, Gandhinagar",,NULL
Mocha,Infocity,"₹1,200",12noon – 9:30pm (Mon-Sun),Café,"Cafe,Italian,North Indian,Continental,Beverages,Desserts"," SG Highway, Near Indroda Circle, Infocity, Gandhinagar","Great Coffee,Trending This Week",10% off on all orders above ₹499
Mezza 9,Airport Gandhinagar Highway,₹700,"11am – 3pm, 7pm – 11:30pm (Mon-Sun)",Casual Dining,"North Indian,Beverages"," Plot Radhe Fortune, Near Apollo Circle, Airport Gandhinagar Highway, Gandhinagar",,NULL
La Pino'z Pizza,Airport Gandhinagar Highway,₹800,11am – 11pm (Mon-Sun),Quick Bites,"Pizza,Italian,Fast Food,Desserts,Beverages"," A 139, Pramukh Arcade, Kudasan, Gandhinagar, Airport Gandhinagar Highway, Gandhinagar",Best Pizza in Town,NULL
Bhavnaben Raval,"Chopati, Sector 16",₹300,11am – 11pm (Mon-Sun),Quick Bites,"North Indian,Chinese,South Indian"," Shop 77, Chopati, GH Road, Sector 16, Gandhinagar",,NULL
Cafe Chocoaddict,Airport Gandhinagar Highway,₹400,"12midnight – 12:30am, 11am – 12midnight...",Café,Cafe," 52, Radhe Square Building, Near Reliance Chokdi, Kudasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
Greenz Restaurant,Infocity,₹700,"11am – 3pm, 7pm – 11pm (Mon-Sun)",Casual Dining,"Chinese,North Indian,Continental"," Near Ved International School, Sargasan Road, Infocity, Gandhinagar",,10% off on all orders
Gurukrupa Food Zone,Airport Gandhinagar Highway,₹400,"11am – 3pm, 6pm – 11pm (Mon-Sun)",Quick Bites,"North Indian,Chinese"," Shop 50, Radhe Square, Near Kabir world, Reliance chowkadi,Kudasan Airport Gandhinagar Highway, Gandhinagar",,20% off on all orders above ₹129
Foodsta,Airport Gandhinagar Highway,₹400,10am – 3am (Mon-Sun),Quick Bites,"North Indian,Chinese,Fast Food"," 51, Radhey Square Complex, Kudasan, Airport Gandhinagar Highway, Gandhinagar",,NULL
Sardar Foods,Infocity,₹500,"11:30am – 3pm, 7pm – 10:30pm (Mon-Sun)",Quick Bites,"North Indian,Chinese"," Shop 24, Super Mall 2, Gh 0 Circle, Infocity, Gandhinagar",,NULL
